,date,ML,Low_90,High_90
Sardegna,2021-01-20,0.8300000000000001,0.04,10.81
Sardegna,2021-01-21,0.91,0.0,10.72
Sardegna,2021-01-22,1.0,0.01,10.71
Sardegna,2021-01-23,1.09,0.01,10.69
Sardegna,2021-01-24,1.1500000000000001,0.03,10.700000000000001
Sardegna,2021-01-25,0.84,0.0,10.65
Sardegna,2021-01-26,0.48,0.0,10.65
Sardegna,2021-01-27,0.0,0.0,10.65
Sardegna,2021-01-28,0.0,0.01,10.64
Sardegna,2021-01-29,0.0,0.0,10.5
Sardegna,2021-01-30,1.5,0.0,10.4
Sardegna,2021-01-31,0.72,0.0,10.4
Sardegna,2021-02-01,0.71,0.0,10.36
Sardegna,2021-02-02,0.13,0.0,10.33
Sardegna,2021-02-03,0.0,0.0,10.290000000000001
Sardegna,2021-02-04,0.0,0.0,10.11
Sardegna,2021-02-05,0.32,0.0,9.97
Sardegna,2021-02-06,1.33,0.0,9.84
Sardegna,2021-02-07,1.62,0.0,9.77
Sardegna,2021-02-08,1.21,0.0,9.870000000000001
Sardegna,2021-02-09,0.79,0.0,9.94
Sardegna,2021-02-10,0.45,0.0,9.97
Sardegna,2021-02-11,0.0,0.0,10.07
Sardegna,2021-02-12,0.24,0.0,10.16
Sardegna,2021-02-13,0.81,0.0,10.25
Sardegna,2021-02-14,0.4,0.0,10.44
Sardegna,2021-02-15,0.02,0.0,10.55
Sardegna,2021-02-16,0.0,0.0,10.63
Sardegna,2021-02-17,0.0,0.0,10.69
Sardegna,2021-02-18,0.0,0.0,10.73
Sardegna,2021-02-19,0.0,0.02,10.790000000000001
Sardegna,2021-02-20,0.0,0.02,10.82
Sardegna,2021-02-21,1.75,1.19,12.0
Sardegna,2021-02-22,1.75,1.19,12.0
Sardegna,2021-02-23,1.75,1.19,12.0
Sardegna,2021-02-24,1.75,1.19,12.0
Sardegna,2021-02-25,6.55,0.7000000000000001,11.41
Sardegna,2021-02-26,3.2600000000000002,0.0,10.64
Sardegna,2021-02-27,2.59,0.04,10.63
Sardegna,2021-02-28,2.0300000000000002,0.0,10.540000000000001
Sardegna,2021-03-01,1.48,0.0,10.5
Sardegna,2021-03-02,0.9,0.01,10.47
Sardegna,2021-03-03,0.31,0.0,10.42
Sardegna,2021-03-04,0.58,0.0,10.25
Sardegna,2021-03-05,1.16,0.0,10.11
Sardegna,2021-03-06,1.27,0.0,10.05
Sardegna,2021-03-07,1.77,0.0,10.14
Sardegna,2021-03-08,1.93,0.0,10.23
Sardegna,2021-03-09,1.67,0.0,10.290000000000001
Sardegna,2021-03-10,1.7,0.0,10.33
Sardegna,2021-03-11,1.79,0.01,10.370000000000001
Sardegna,2021-03-12,1.8,0.0,10.39
Sardegna,2021-03-13,1.78,0.0,10.4
Sardegna,2021-03-14,1.52,0.02,10.58
Sardegna,2021-03-15,1.32,0.01,10.66
Sardegna,2021-03-16,1.11,0.01,10.68
Sardegna,2021-03-17,0.88,0.01,10.69
Sardegna,2021-03-18,0.9,0.0,10.67
Sardegna,2021-03-19,0.78,0.0,10.68
Sardegna,2021-03-20,0.65,0.01,10.700000000000001
Sardegna,2021-03-21,0.54,0.02,10.72
Sardegna,2021-03-22,0.42,0.0,10.700000000000001
Sardegna,2021-03-23,0.37,0.01,10.72
Sardegna,2021-03-24,1.61,0.0,10.71
Sardegna,2021-03-25,1.67,0.04,10.76
Sardegna,2021-03-26,1.68,0.08,10.81
Sardegna,2021-03-27,1.69,0.36,11.1
Sardegna,2021-03-28,1.58,0.58,11.34
Sardegna,2021-03-29,1.52,0.61,11.38
Sardegna,2021-03-30,1.52,0.32,11.09
Sardegna,2021-03-31,1.5,0.61,11.39
Sardegna,2021-04-01,1.49,0.44,11.22
Sardegna,2021-04-02,1.48,0.78,11.57
Sardegna,2021-04-03,1.45,0.61,11.4
Sardegna,2021-04-04,1.42,0.2,10.99
Sardegna,2021-04-05,1.3900000000000001,0.06,10.85
Sardegna,2021-04-06,1.43,0.01,10.8
Sardegna,2021-04-07,1.3800000000000001,0.24,11.040000000000001
Sardegna,2021-04-08,1.42,0.23,11.03
Sardegna,2021-04-09,1.37,0.22,11.02
Sardegna,2021-04-10,1.29,0.22,11.02
Sardegna,2021-04-11,1.19,0.23,11.03
Sardegna,2021-04-12,0.64,0.2,11.0
Sardegna,2021-04-13,0.51,0.16,10.96
Sardegna,2021-04-14,0.47000000000000003,0.0,10.790000000000001
Sardegna,2021-04-15,0.5,0.01,10.8
Sardegna,2021-04-16,0.48,0.02,10.81
Sardegna,2021-04-17,0.47000000000000003,0.03,10.82
Sardegna,2021-04-18,0.42,0.02,10.81
Sardegna,2021-04-19,0.38,0.02,10.81
Sardegna,2021-04-20,0.37,0.01,10.8
Sardegna,2021-04-21,0.35000000000000003,0.0,10.790000000000001
Sardegna,2021-04-22,0.26,0.01,10.8
Sardegna,2021-04-23,0.21,0.02,10.790000000000001
Sardegna,2021-04-24,0.23,0.01,10.76
Sardegna,2021-04-25,0.16,0.02,10.76
Sardegna,2021-04-26,0.07,0.02,10.75
Sardegna,2021-04-27,0.0,0.0,10.72
Sardegna,2021-04-28,0.0,0.0,10.72
Sardegna,2021-04-29,0.0,0.0,10.72
Sardegna,2021-04-30,0.0,0.02,10.75
Sardegna,2021-05-01,0.0,0.02,10.75
Sardegna,2021-05-02,0.0,0.02,10.75
Sardegna,2021-05-03,0.0,0.03,10.790000000000001
Sardegna,2021-05-04,0.0,0.03,10.81
Sardegna,2021-05-05,0.0,0.01,10.8
Sardegna,2021-05-06,0.0,0.0,10.8
Sardegna,2021-05-07,0.0,0.07,10.88
Sardegna,2021-05-08,0.0,1.19,12.0
Sardegna,2021-05-09,0.36,1.19,12.0
Sardegna,2021-05-10,0.36,1.19,12.0
Sardegna,2021-05-11,0.36,1.19,12.0
Sardegna,2021-05-12,0.36,1.19,12.0
Sardegna,2021-05-13,0.36,1.19,12.0
Sardegna,2021-05-14,0.36,1.19,12.0
Sardegna,2021-05-15,0.36,1.19,12.0
Sardegna,2021-05-16,0.36,1.19,12.0
Sardegna,2021-05-17,0.36,1.19,12.0
Sardegna,2021-05-18,0.36,1.19,12.0
Sardegna,2021-05-19,0.36,1.19,12.0
Sardegna,2021-05-20,0.36,1.19,12.0
Sardegna,2021-05-21,0.36,1.19,12.0
Sardegna,2021-05-22,0.36,1.19,12.0
Sardegna,2021-05-23,0.36,1.19,12.0
Sardegna,2021-05-24,0.36,1.19,12.0
Sardegna,2021-05-25,0.36,1.19,12.0
Sardegna,2021-05-26,0.36,1.19,12.0
Sardegna,2021-05-27,0.36,1.19,12.0
Sardegna,2021-05-28,0.36,1.19,12.0
Sardegna,2021-05-29,0.36,1.19,12.0
Sardegna,2021-05-30,0.36,1.19,12.0
Sardegna,2021-05-31,0.36,1.19,12.0
Sardegna,2021-06-01,0.36,1.19,12.0
Sardegna,2021-06-02,0.36,1.19,12.0
Sardegna,2021-06-03,0.36,1.19,12.0
Sardegna,2021-06-04,0.36,1.19,12.0
Sardegna,2021-06-05,0.36,1.19,12.0
Sardegna,2021-06-06,0.36,1.19,12.0
Sardegna,2021-06-07,0.36,1.19,12.0
Sardegna,2021-06-08,0.36,1.19,12.0
Sardegna,2021-06-09,0.36,1.19,12.0
Sardegna,2021-06-10,0.36,1.19,12.0
Sardegna,2021-06-11,0.36,1.19,12.0
Sardegna,2021-06-12,0.36,1.19,12.0
Sardegna,2021-06-13,0.36,1.19,12.0
Sardegna,2021-06-14,0.36,1.19,12.0
Sardegna,2021-06-15,0.36,1.19,12.0
Sardegna,2021-06-16,0.36,1.19,12.0
Sardegna,2021-06-17,0.36,1.19,12.0
Sardegna,2021-06-18,0.36,1.19,12.0
Sardegna,2021-06-19,0.36,1.19,12.0
Sardegna,2021-06-20,0.36,1.19,12.0
Sardegna,2021-06-21,0.36,1.19,12.0
Sardegna,2021-06-22,0.36,1.19,12.0
Sardegna,2021-06-23,0.36,1.19,12.0
Sardegna,2021-06-24,0.36,1.19,12.0
Sardegna,2021-06-25,0.36,1.19,12.0
Sardegna,2021-06-26,0.36,1.19,12.0
Sardegna,2021-06-27,0.36,1.19,12.0
Sardegna,2021-06-28,0.36,1.19,12.0
Sardegna,2021-06-29,0.36,1.19,12.0
Sardegna,2021-06-30,0.36,1.19,12.0
Sardegna,2021-07-01,0.36,1.19,12.0
Sardegna,2021-07-02,3.77,0.0,10.63
Sardegna,2021-07-03,3.09,0.01,10.5
Sardegna,2021-07-04,3.0700000000000003,0.0,10.370000000000001
Sardegna,2021-07-05,2.63,0.0,10.27
Sardegna,2021-07-06,2.63,0.01,10.200000000000001
Sardegna,2021-07-07,2.58,0.01,10.13
Sardegna,2021-07-08,2.57,0.0,10.06
Sardegna,2021-07-09,2.5,0.01,10.03
Sardegna,2021-07-10,2.43,0.0,9.98
Sardegna,2021-07-11,2.38,0.01,9.97
Sardegna,2021-07-12,2.2600000000000002,0.01,10.27
Sardegna,2021-07-13,2.16,0.01,10.450000000000001
Sardegna,2021-07-14,2.04,0.04,10.59
Sardegna,2021-07-15,2.04,0.02,10.64
Sardegna,2021-07-16,1.95,0.23,10.91
Sardegna,2021-07-17,1.87,0.14,10.85
Sardegna,2021-07-18,1.77,0.54,11.28
Sardegna,2021-07-19,1.69,0.38,11.13
Sardegna,2021-07-20,1.61,0.33,11.09
Sardegna,2021-07-21,1.54,0.52,11.290000000000001
Sardegna,2021-07-22,1.52,0.79,11.57
Sardegna,2021-07-23,1.48,0.65,11.43
Sardegna,2021-07-24,1.42,0.8200000000000001,11.61
Sardegna,2021-07-25,1.37,0.71,11.5
Sardegna,2021-07-26,1.32,0.63,11.42
Sardegna,2021-07-27,1.27,0.54,11.33
Sardegna,2021-07-28,1.24,0.35000000000000003,11.14
Sardegna,2021-07-29,1.2,0.74,11.540000000000001
Sardegna,2021-07-30,1.16,0.68,11.48
Sardegna,2021-07-31,1.1300000000000001,0.48,11.28
Sardegna,2021-08-01,1.09,0.33,11.13
Sardegna,2021-08-02,1.03,0.32,11.120000000000001
Sardegna,2021-08-03,1.03,0.32,11.120000000000001
Sardegna,2021-08-04,1.06,0.33,11.13
Sardegna,2021-08-05,1.07,0.33,11.13
Sardegna,2021-08-06,1.0,0.32,11.120000000000001
Sardegna,2021-08-07,0.93,0.18,10.98
Sardegna,2021-08-08,0.85,0.11,10.91
Sardegna,2021-08-09,0.77,0.06,10.86
Sardegna,2021-08-10,0.8,0.07,10.870000000000001
Sardegna,2021-08-11,1.01,0.01,10.8
Sardegna,2021-08-12,1.17,0.02,10.81
Sardegna,2021-08-13,1.24,0.04,10.83
Sardegna,2021-08-14,1.07,0.05,10.84
Sardegna,2021-08-15,0.2,0.04,10.83
Sardegna,2021-08-16,0.07,0.03,10.82
Sardegna,2021-08-17,0.1,0.01,10.790000000000001
Sardegna,2021-08-18,0.81,0.04,10.82
Sardegna,2021-08-19,0.9,0.02,10.790000000000001
Sardegna,2021-08-20,1.25,0.03,10.8
Sardegna,2021-08-21,1.16,0.03,10.8
Sardegna,2021-08-22,1.0,0.04,10.81
Sardegna,2021-08-23,0.8200000000000001,0.04,10.81
Sardegna,2021-08-24,0.87,0.05,10.82
Sardegna,2021-08-25,0.9,0.02,10.78
Sardegna,2021-08-26,0.91,0.07,10.83
Sardegna,2021-08-27,0.88,0.05,10.81
Sardegna,2021-08-28,0.8200000000000001,0.01,10.77
Sardegna,2021-08-29,0.8,0.04,10.81
Sardegna,2021-08-30,0.75,0.01,10.78
Sardegna,2021-08-31,0.67,0.04,10.82
Sardegna,2021-09-01,0.49,0.01,10.77
Sardegna,2021-09-02,0.0,0.01,10.77
Sardegna,2021-09-03,0.0,0.0,10.76
Sardegna,2021-09-04,0.0,0.01,10.78
Sardegna,2021-09-05,0.0,0.02,10.8
Sardegna,2021-09-06,0.0,0.0,10.78
Sardegna,2021-09-07,0.0,0.02,10.81
Sardegna,2021-09-08,0.0,0.02,10.81
Sardegna,2021-09-09,0.0,0.02,10.81
Sardegna,2021-09-10,0.0,0.02,10.81
Sardegna,2021-09-11,0.0,0.11,10.92
Sardegna,2021-09-12,0.36,1.19,12.0
Sardegna,2021-09-13,0.36,1.19,12.0
Sardegna,2021-09-14,0.36,1.19,12.0
Sardegna,2021-09-15,0.36,1.19,12.0
Sardegna,2021-09-16,0.36,1.19,12.0
Sardegna,2021-09-17,0.36,1.19,12.0
Sardegna,2021-09-18,0.36,1.19,12.0
Sardegna,2021-09-19,0.36,1.19,12.0
Sardegna,2021-09-20,0.36,1.19,12.0
Sardegna,2021-09-21,0.36,1.19,12.0
Sardegna,2021-09-22,0.36,1.19,12.0
Sardegna,2021-09-23,0.36,1.19,12.0
Sardegna,2021-09-24,0.36,1.19,12.0
Sardegna,2021-09-25,0.36,1.19,12.0
Sardegna,2021-09-26,0.36,1.19,12.0
Sardegna,2021-09-27,0.36,1.19,12.0
Sardegna,2021-09-28,0.36,1.19,12.0
Sardegna,2021-09-29,0.36,1.19,12.0
Sardegna,2021-09-30,0.36,1.19,12.0
Sardegna,2021-10-01,0.36,1.19,12.0
Sardegna,2021-10-02,0.36,1.19,12.0
Sardegna,2021-10-03,0.36,1.19,12.0
Sardegna,2021-10-04,0.36,1.19,12.0
Sardegna,2021-10-05,0.36,1.19,12.0
Sardegna,2021-10-06,0.36,1.19,12.0
Sardegna,2021-10-07,0.36,1.19,12.0
Sardegna,2021-10-08,0.36,1.19,12.0
Sardegna,2021-10-09,0.36,1.19,12.0
Sardegna,2021-10-10,0.36,1.19,12.0
Sardegna,2021-10-11,0.36,1.19,12.0
Sardegna,2021-10-12,0.36,1.19,12.0
Sardegna,2021-10-13,0.36,1.19,12.0
Sardegna,2021-10-14,0.36,1.19,12.0
Sardegna,2021-10-15,0.36,1.19,12.0
Sardegna,2021-10-16,0.36,1.19,12.0
Sardegna,2021-10-17,0.36,1.19,12.0
Sardegna,2021-10-18,0.36,1.19,12.0
Sardegna,2021-10-19,0.36,1.19,12.0
Sardegna,2021-10-20,0.36,1.19,12.0
Sardegna,2021-10-21,0.36,1.19,12.0
Sardegna,2021-10-22,0.36,1.19,12.0
Sardegna,2021-10-23,0.36,1.19,12.0
Sardegna,2021-10-24,0.36,1.19,12.0
Sardegna,2021-10-25,0.36,1.19,12.0
Sardegna,2021-10-26,1.0,0.0,10.6
Sardegna,2021-10-27,2.39,0.0,10.370000000000001
Sardegna,2021-10-28,2.5,0.0,10.18
Sardegna,2021-10-29,2.37,0.0,10.0
Sardegna,2021-10-30,2.23,0.0,9.84
Sardegna,2021-10-31,2.2600000000000002,0.0,9.68
Sardegna,2021-11-01,2.1,0.0,9.540000000000001
Sardegna,2021-11-02,2.25,0.0,9.43
Sardegna,2021-11-03,2.36,0.0,9.35
Sardegna,2021-11-04,2.35,0.0,9.28
Sardegna,2021-11-05,2.31,0.0,9.8
Sardegna,2021-11-06,2.14,0.0,10.120000000000001
Sardegna,2021-11-07,1.97,0.0,10.32
Sardegna,2021-11-08,1.77,0.01,10.46
Sardegna,2021-11-09,1.6300000000000001,0.01,10.55
Sardegna,2021-11-10,1.51,0.04,10.65
Sardegna,2021-11-11,1.51,0.0,10.65
Sardegna,2021-11-12,1.3800000000000001,0.02,10.700000000000001
Sardegna,2021-11-13,1.28,0.06,10.76
Sardegna,2021-11-14,1.18,0.0,10.700000000000001
Sardegna,2021-11-15,1.12,0.04,10.75
Sardegna,2021-11-16,1.1500000000000001,0.02,10.73
Sardegna,2021-11-17,1.2,0.06,10.78
Sardegna,2021-11-18,1.22,0.02,10.74
Sardegna,2021-11-19,1.17,0.06,10.790000000000001
Sardegna,2021-11-20,1.08,0.02,10.75
Sardegna,2021-11-21,1.0,0.01,10.74
Sardegna,2021-11-22,1.03,0.01,10.74
Sardegna,2021-11-23,1.09,0.0,10.73
Sardegna,2021-11-24,1.1400000000000001,0.08,10.82
Sardegna,2021-11-25,1.1500000000000001,0.07,10.81
Sardegna,2021-11-26,1.07,0.04,10.78
Sardegna,2021-11-27,0.98,0.02,10.76
Sardegna,2021-11-28,0.89,0.01,10.75
Sardegna,2021-11-29,0.8200000000000001,0.01,10.75
Sardegna,2021-11-30,0.9,0.03,10.77
Sardegna,2021-12-01,0.97,0.0,10.73
Sardegna,2021-12-02,0.98,0.04,10.78
Sardegna,2021-12-03,1.02,0.03,10.77
Sardegna,2021-12-04,0.97,0.03,10.77
Sardegna,2021-12-05,0.76,0.02,10.76
Sardegna,2021-12-06,0.6,0.0,10.74
Sardegna,2021-12-07,0.37,0.02,10.77
Sardegna,2021-12-08,0.6900000000000001,0.01,10.75
Sardegna,2021-12-09,1.33,0.02,10.76
Sardegna,2021-12-10,1.6,0.01,10.75
Sardegna,2021-12-11,1.6300000000000001,0.0,10.74
Sardegna,2021-12-12,1.32,0.0,10.74
Sardegna,2021-12-13,1.24,0.03,10.78
Sardegna,2021-12-14,1.43,0.03,10.78
Sardegna,2021-12-15,1.51,0.04,10.790000000000001
Sardegna,2021-12-16,1.55,0.07,10.82
Sardegna,2021-12-17,1.52,0.0,10.74
Sardegna,2021-12-18,1.52,0.2,10.950000000000001
Sardegna,2021-12-19,1.46,0.15,10.91
Sardegna,2021-12-20,1.43,0.19,10.96
Sardegna,2021-12-21,1.33,0.12,10.89
Sardegna,2021-12-22,1.4000000000000001,0.02,10.790000000000001
Sardegna,2021-12-23,1.49,0.19,10.97
Sardegna,2021-12-24,1.6500000000000001,0.11,10.89
Sardegna,2021-12-25,1.6600000000000001,0.02,10.8
Sardegna,2021-12-26,1.61,0.22,11.01
Sardegna,2021-12-27,1.6400000000000001,0.18,10.97
Sardegna,2021-12-28,1.62,0.13,10.92
Sardegna,2021-12-29,1.58,0.08,10.870000000000001
Sardegna,2021-12-30,1.54,0.88,11.68
Sicilia,2021-01-01,2.0,0.5,5.54
Sicilia,2021-01-02,2.0,0.46,5.49
Sicilia,2021-01-03,2.0,0.47000000000000003,5.5
Sicilia,2021-01-04,2.0,0.48,5.51
Sicilia,2021-01-05,2.0,0.49,5.5200000000000005
Sicilia,2021-01-06,2.0,0.5,5.53
Sicilia,2021-01-07,2.0,0.44,5.46
Sicilia,2021-01-08,2.0,0.46,5.48
Sicilia,2021-01-09,2.0,0.47000000000000003,5.49
Sicilia,2021-01-10,2.0,0.48,5.5
Sicilia,2021-01-11,1.17,0.88,11.69
Sicilia,2021-01-12,1.1400000000000001,0.73,11.540000000000001
Sicilia,2021-01-13,1.18,0.39,11.200000000000001
Sicilia,2021-01-14,1.23,0.19,11.0
Sicilia,2021-01-15,1.26,0.16,10.97
Sicilia,2021-01-16,1.27,0.16,10.97
Sicilia,2021-01-17,1.25,0.17,10.98
Sicilia,2021-01-18,0.98,0.18,10.99
Sicilia,2021-01-19,0.9500000000000001,0.18,10.99
Sicilia,2021-01-20,0.28,0.15,10.96
Sicilia,2021-01-21,0.22,0.11,10.92
Sicilia,2021-01-22,0.22,0.12,10.93
Sicilia,2021-01-23,0.33,0.0,10.8
Sicilia,2021-01-24,0.46,0.03,10.83
Sicilia,2021-01-25,0.5,0.02,10.82
Sicilia,2021-01-26,0.49,0.01,10.81
Sicilia,2021-01-27,0.49,0.0,10.8
Sicilia,2021-01-28,0.46,0.1,10.91
Sicilia,2021-01-29,0.33,0.09,10.9
Sicilia,2021-01-30,0.51,0.09,10.9
Sicilia,2021-01-31,0.53,0.12,10.93
Sicilia,2021-02-01,0.41000000000000003,0.1,10.91
Sicilia,2021-02-02,0.0,0.08,10.89
Sicilia,2021-02-03,0.0,0.04,10.85
Sicilia,2021-02-04,0.0,0.16,10.97
Sicilia,2021-02-05,0.0,0.22,11.03
Sicilia,2021-02-06,0.0,0.24,11.05
Sicilia,2021-02-07,0.0,1.19,12.0
Sicilia,2021-02-08,0.4,1.19,12.0
Sicilia,2021-02-09,0.4,1.19,12.0
Sicilia,2021-02-10,0.4,1.19,12.0
Sicilia,2021-02-11,0.4,1.19,12.0
Sicilia,2021-02-12,0.4,1.19,12.0
Sicilia,2021-02-13,0.4,1.19,12.0
Sicilia,2021-02-14,0.4,1.19,12.0
Sicilia,2021-02-15,0.4,1.19,12.0
Sicilia,2021-02-16,0.4,1.19,12.0
Sicilia,2021-02-17,0.4,1.19,12.0
Sicilia,2021-02-18,0.4,1.19,12.0
Sicilia,2021-02-19,0.4,1.19,12.0
Sicilia,2021-02-20,3.62,1.2,12.0
Sicilia,2021-02-21,2.9,1.21,12.0
Sicilia,2021-02-22,2.61,0.5700000000000001,11.35
Sicilia,2021-02-23,1.3,0.13,10.9
Sicilia,2021-02-24,0.62,0.01,10.77
Sicilia,2021-02-25,1.32,0.05,10.8
Sicilia,2021-02-26,1.74,0.06,10.8
Sicilia,2021-02-27,2.56,0.04,10.77
Sicilia,2021-02-28,2.17,0.01,10.73
Sicilia,2021-03-01,2.13,0.05,10.77
Sicilia,2021-03-02,1.9100000000000001,0.01,10.74
Sicilia,2021-03-03,0.99,0.0,10.74
Sicilia,2021-03-04,0.27,0.04,10.8
Sicilia,2021-03-05,2.14,0.05,10.82
Sicilia,2021-03-06,2.14,0.06,10.83
Sicilia,2021-03-07,2.5500000000000003,0.0,10.78
Sicilia,2021-03-08,0.0,0.0,10.790000000000001
Sicilia,2021-03-09,0.0,0.05,10.85
Sicilia,2021-03-10,0.0,0.12,10.92
Sicilia,2021-03-11,4.22,0.13,10.93
Sicilia,2021-03-12,4.22,1.2,12.0
Sicilia,2021-03-13,4.22,1.2,12.0
Sicilia,2021-03-14,4.22,1.21,12.0
Sicilia,2021-03-15,4.22,1.1400000000000001,11.93
Sicilia,2021-03-16,4.22,0.89,11.68
Sicilia,2021-03-17,4.22,0.76,11.55
Sicilia,2021-03-18,4.22,0.74,11.53
Sicilia,2021-03-19,1.1,0.75,11.540000000000001
Sicilia,2021-03-20,1.08,0.39,11.18
Sicilia,2021-03-21,1.05,0.53,11.33
Sicilia,2021-03-22,1.05,0.2,11.0
Sicilia,2021-03-23,1.04,0.11,10.91
Sicilia,2021-03-24,1.01,0.08,10.88
Sicilia,2021-03-25,1.01,0.09,10.89
Sicilia,2021-03-26,1.0,0.1,10.9
Sicilia,2021-03-27,1.04,0.1,10.9
Sicilia,2021-03-28,0.3,0.09,10.89
Sicilia,2021-03-29,0.3,0.09,10.89
Sicilia,2021-03-30,0.29,0.08,10.88
