,date,infected,administrative_area_level_1
116713,2021-11-12,488.0,Germany
116714,2021-11-13,492.0,Germany
116715,2021-11-14,497.0,Germany
116716,2021-11-15,504.0,Germany
116717,2021-11-16,525.0,Germany
116718,2021-11-17,533.0,Germany
116719,2021-11-18,546.0,Germany
116720,2021-11-19,570.0,Germany
116721,2021-11-20,582.0,Germany
116722,2021-11-21,593.0,Germany
116723,2021-11-22,622.0,Germany
116724,2021-11-23,671.0,Germany
116725,2021-11-24,718.0,Germany
116726,2021-11-25,767.0,Germany
116727,2021-11-26,811.0,Germany
116728,2021-11-27,843.0,Germany
116729,2021-11-28,862.0,Germany
116730,2021-11-29,910.0,Germany
116731,2021-11-30,1003.0,Germany
116732,2021-12-01,1146.0,Germany
116733,2021-12-02,1266.0,Germany
116734,2021-12-03,1394.0,Germany
116735,2021-12-04,1516.0,Germany
116736,2021-12-05,11643.0,Germany
116737,2021-12-06,30073.0,Germany
116738,2021-12-07,61090.0,Germany
116739,2021-12-08,91876.0,Germany
116740,2021-12-09,119920.0,Germany
116741,2021-12-10,145102.0,Germany
116742,2021-12-11,162556.0,Germany
116743,2021-12-12,170619.0,Germany
116744,2021-12-13,185917.0,Germany
116745,2021-12-14,215705.0,Germany
116746,2021-12-15,241856.0,Germany
116747,2021-12-16,265261.0,Germany
116748,2021-12-17,286255.0,Germany
116749,2021-12-18,301018.0,Germany
116750,2021-12-19,310522.0,Germany
116751,2021-12-20,331859.0,Germany
116752,2021-12-21,373391.0,Germany
116753,2021-12-22,410528.0,Germany
116754,2021-12-23,443568.0,Germany
116755,2021-12-24,464701.0,Germany
116756,2021-12-25,474940.0,Germany
116757,2021-12-26,485166.0,Germany
116758,2021-12-27,509005.0,Germany
116759,2021-12-28,551631.0,Germany
116760,2021-12-29,592150.0,Germany
116761,2021-12-30,629114.0,Germany
116762,2021-12-31,646416.0,Germany
